"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"INTT","inTest Corporation","3.91","40623027.11","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"IIN","IntriCon Corporation","6.1747","41963205.6277","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INUV","Inuvo, Inc","1.18","29113085.08","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv",
"INVT","Inventergy Global, Inc.","0.7289","3584172.5915","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"DTYS","iPath US Treasury 10-year Bear ETN","14.1","43536837.9","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","81.8","5627267.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","30.01","7455864.46","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","66.312","3907965.096","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","25.3901","1830626.21","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","69.64","4909620","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","63.36","3510904.32","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","15.31","18012949.88","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","81.65","5793557.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","31.42","5414294.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"PMPT","iSectors Post-MPT Growth ETF","23.3372","93.3488","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmpt",
"FALN","iShares Fallen Angels USD Bond ETF","26.9769","10790760","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faln",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","51.92","10384000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyxe",
"ESGD","iShares MSCI EAFE ESG Optimized ETF","55.4","5540000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgd",
"ESGE","iShares MSCI EM ESG Optimized ETF","57.36","5736000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esge",
"MPCT","iShares MSCI Global Impact ETF","48.29","16901500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpct",
"QAT","iShares MSCI Qatar Capped ETF","19.09","41998000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","16.12","40300000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","30.6168","45925200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ISR","IsoRay, Inc.","0.61","33556477.59","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","7.95","22632807.3","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr",
"IVENC","Ivy NextShares","100.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivenc",
"IVFGC","Ivy NextShares","100.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfgc",
"IVFVC","Ivy NextShares","100.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfvc",
"IZEA","IZEA Inc.","5.5004","29977207.502","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/izea",
"JAGX","Jaguar Animal Health, Inc.","0.9452","10511954.8416","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JSML","Janus Small Cap Growth Alpha ETF","28.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Small/Mid Cap Growth Alpha ETF","28.64","10081280","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","1.97","44119538.85","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.0698","0","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JSYNR","Jensyn Acquistion Corp.","0.16","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","10.28","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.09","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynw",
"JTPY","JetPay Corporation","2.57","45445060.71","n/a","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","12.375","29337462","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"WYIGW","JM Global Holding Company","0.18","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw",
"JMPB","JMP Group LLC","25.5","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC","JMP Group LLC","25.2888","0","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc",
"JRJR","JRjr33, Inc.","0.91","33641407.8","n/a","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jrjr",
"KBSF","KBS Fashion Group Limited","0.375","9944451.375","n/a","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KAP","KCAP Financial, Inc.","25.431","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kap",
"KIQ","Kelso Technologies Inc","0.8166","37899836.6832","n/a","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/kiq",
"KMPA","Kemper Corporation","26.59","0","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa",
"KWN","Kennedy-Wilson Holdings Inc.","26.08","0","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","5.2","3714750","714375","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","3.56","7066863.44","1985074","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","1.61","0","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw",
"KFI","KKR Financial Holdings LLC","25.72","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfi",
"KLREU","KLR Energy Acquisition Corp.","10.58","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/klreu",
"KLREW","KLR Energy Acquisition Corp.","0.39","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/klrew",
"KOSS","Koss Corporation","3.14","23181696.84","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"LCAHU","Landcadia Holdings, Inc.","10.3","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings, Inc.","0.6","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahw",
"LMRKO","Landmark Infrastructure Partners LP","25.6","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.32","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrkp",
"LTRX","Lantronix, Inc.","1.52","26225774.48","n/a","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LBIX","Leading Brands Inc","1.53","4287690.36","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LGCYP","Legacy Reserves LP","7.43","14860000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","25.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddbi",
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","28.2347","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edbi",
"LVHD","Legg Mason Low Volatility High Dividend ETF","27.26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lvhd",
"UDBI","Legg Mason US Diversified Core ETF","26.53","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/udbi",
"LMHA","Legg Mason, Inc.","26.6","0","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","25.1","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lmhb",
"CVB","Lehman ABS Corporation","10.986","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cvb",
"JBK","Lehman ABS Corporation","24.34","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"KCC","Lehman ABS Corporation","29.5377","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kcc",
"KTH","Lehman ABS Corporation","34.46","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","33.6997","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","21.3101","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"XKE","Lehman ABS Corporation","8.1506","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"LGL","LGL Group, Inc. (The)","4.15","11061551.1","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl",
"BATRA","Liberty Media Corporation","16.99","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batra",
"LMCA","Liberty Media Corporation","27.25","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmca",
"LSXMA","Liberty Media Corporation","33.07","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","33.97","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmb",
"LTBR","Lightbridge Corporation","1.62","7775847.72","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.56","24387882.48","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LINC","Lincoln Educational Services Corporation","1.61","38345392.54","n/a","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LINDW","Lindblad Expeditions Holdings Inc. ","1.9","0","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lindw",
"LIQT","LiqTech International, Inc.","0.75","29649026.25","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt",
"LIVE","Live Ventures Incorporated","1.84","30795482","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LMFA","LM Funding America, Inc.","7.51","24783000","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.48","0","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfaw",
"EVAR","Lombard Medical, Inc.","0.86","17101929.9","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"CNCR","Loncar Cancer Immunotherapy ETF","21.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cncr",
"LTEA","Long Island Iced Tea Corp.","5.4201","38854642.6821","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ltea",
"LPTN","Lpath, Inc.","2.8814","6840515.635","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptn",
"LEI","Lucas Energy, Inc.","1.47","22741621.77","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei",
"LUNA","Luna Innovations Incorporated","1.31","36277536.56","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MACQU","M I Acquisitions, Inc.","10.01","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/macqu",
"MIIIU","M III Acquisition Corp.","9.77","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miiiu",
"MIIIW","M III Acquisition Corp.","0.18","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miiiw",
"MBVX","MabVax Therapeutics Holdings, Inc.","3.65","15442347","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbvx",
"MCUR","Macrocure Ltd.","1.56","26610100.92","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mcur",
"MCZ","Mad Catz Interactive Inc","0.2335","17155144.8285","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz",
"MDGL","Madrigal Pharmaceuticals, Inc.","16.99","1911239.08","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdgl",
"MPET","Magellan Petroleum Corporation","5.12","30103603.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MNGA","MagneGas Corporation","0.71","36032169.14","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MHLA","Maiden Holdings, Ltd.","26.37","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/mhla",
"MHNB","Maiden Holdings, Ltd.","25.65","0","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnb",
"MHNC","Maiden Holdings, Ltd.","26.74","0","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MSCA","Main Street Capital Corporation","26.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msca",
"COOL","Majesco Entertainment Company","3.43","9545724.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"LOAN","Manhattan Bridge Capital, Inc","6","43753434","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MTEX","Mannatech, Incorporated","17.3","46744357.8","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MARA","Marathon Patent Group, Inc.","2.19","32953238.79","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MARPS","Marine Petroleum Trust","3.1477","6295400","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","1.27","24776709.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MBII","Marrone Bio Innovations, Inc.","1.76","43330532.96","n/a","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MSTX","Mast Therapeutics, Inc.","0.078","16521605.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mstx",
"MHH","Mastech Digital, Inc","7.48","32889597.4","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/mhh",
"MATN","Mateon Therapeutics, Inc. ","0.56","14865163.04","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/matn",
"MFINL","Medallion Financial Corp.","24.32","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","0.84","8611881.6","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","26.7708","7888176.8448","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbcp",
"MDGS","Medigus Ltd.","1.16","1455066.88","1254368","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdgs",
"MCQ","Medley Capital Corporation","25.31","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcq",
"MCV","Medley Capital Corporation","25.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","25.4","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/mcx",
"MDLX","Medley Capital Corporation","24.5","0","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlx",
"MDVX","Medovex Corp.","1.55","17603811.9","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvx",
"MDVXW","Medovex Corp.","0.084","0","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvxw",
"MELR","Melrose Bancorp, Inc.","15.2807","40009135.9153","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MTSL","MER Telemanagement Solutions Ltd.","1.13","9821796.15","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"IPB","Merrill Lynch & Co., Inc.","28.2","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb",
"PIY","Merrill Lynch Depositor, Inc.","27.905","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","9.95","18542720.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MBLX","Metabolix, Inc.","0.56","15592785.6","n/a","2006","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/mblx",
"MXC","Mexco Energy Corporation","4.8","9778876.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc",
"MFO","MFA Financial, Inc.","25.73","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"CCA","MFS California Insured Municipal Trust","12.8","35663846.4","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/cca",
"MFV","MFS Special Value Trust","5.59","39602170.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MGCD","MGC Diagnostics Corporation","7.2501","31769031.9375","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MICT","Micronet Enertec Technologies, Inc.","1.53","8994443.13","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.1595","0","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MTP","Midatech Pharma PLC","2.7301","7401339.3214","2711014","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtp",
"MGH","Minco Gold Corporation","0.2277","11559163.4037","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgh",
"MNDO","MIND C.T.I. Ltd.","2.24","43082856.32","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MIRN","Mirna Therapeutics, Inc.","1.29","26878269.72","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mirn",
"MSON","MISONIX, Inc.","5.76","44866857.6","n/a","1992","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.09","37357352.22","n/a","1994","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.61","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mindp",
"MDSY","ModSys International Ltd.","1.36","25412274.56","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdsy",
"MBRX","Moleculin Biotech, Inc.","3.28","36915599.68","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbrx",
"MSDI","Monster Digital, Inc.","1.35","9907717.5","n/a","2016","Technology","Electronic Components","http://www.nasdaq.com/symbol/msdi",
"MSDIW","Monster Digital, Inc.","0.27","0","n/a","2016","Technology","Electronic Components","http://www.nasdaq.com/symbol/msdiw",
"MOSY","MoSys, Inc.","0.6226","41083232.8786","n/a","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","18.4","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MVCB","MVC Capital, Inc.","25.4022","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb",
"MYOS","MYOS RENS Technology Inc.","1.4","7113477","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myos",
"NAKD","Naked Brand Group Inc.","1.05","6373481.1","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/nakd",
"ATEST","NASDAQ TEST STOCK","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest",
"NTEST","NASDAQ TEST STOCK","25.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest",
"NAUH","National American University Holdings, Inc.","1.9457","47012719.4176","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nauh",
"NGHCN","National General Holdings Corp","25.76","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.4","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghco",
"NGHCZ","National General Holdings Corp","25.64","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","3.24","40305713.4","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nhld",
"NSEC","National Security Group, Inc.","17.06","42945803.34","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nsec",
"NEOT","Neothetics, Inc.","1.28","17683953.92","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/neot",
"NVCN","Neovasc Inc.","0.68","45469114.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvcn",
"NETE","Net Element, Inc.","1.14","15963373.26","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"CUR","Neuralstem, Inc.","0.25","28690240","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cur",
"NURO","NeuroMetrix, Inc.","1.337","7110531.001","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nuro",
"NUROW","NeuroMetrix, Inc.","0.13","0","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nurow",
"UWN","Nevada Gold & Casinos, Inc.","1.68","29901238.08","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/uwn",
"GBR","New Concept Energy, Inc","2.0399","3971550.6666","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr",
"NYMTO","New York Mortgage Trust, Inc.","23.22","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","23.34","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nymtp",
"NEWTL","Newtek Business Services Corp.","25.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/newtl",
"NEWTZ","Newtek Business Services Corp.","26.1045","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/newtz",
"NXEOU","Nexeo Solutions, Inc.","8.47","0","n/a","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nxeou",
"NXEOW","Nexeo Solutions, Inc.","0.5361","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nxeow",
"NVET","Nexvet Biopharma plc","4","46813460","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvet",
"NFEC","NF Energy Saving Corporation","1.1","7208617.9","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nfec",
"NSAT","Norsat International Inc.","7.95","46490073.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsat",
"NSYS","Nortech Systems Incorporated","3.73","10249409.63","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsys",
"NWBOW","Northwest Biotherapeutics, Inc.","0.2485","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nwbow",
"NBY","NovaBay Pharmaceuticals, Inc.","4.05","45567809.55","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby",
"NVGN","Novogen Limited","1.6","11355424","7097140","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvgn",
"NTN","NTN Buzztime, Inc.","6.55","12108310.35","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn",
"NSS","NuStar Logistics, L.P.","25.99","0","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss",
"NOM","Nuveen Missouri Premium Income Municipal Fund","17","39758495","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"NJV","Nuveen New Jersey Municipal Value Fund","16.64","25794595.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv",
"NYV","Nuveen New York Municipal Value Fund 2","15.36","36090040.32","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NPN","Nuveen Pennsylvania Municipal Value Fund","16.92","20637137.88","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn",
"NXTD","NXT-ID Inc.","3.91","2553597.54","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/nxtd",
"NXTDW","NXT-ID Inc.","0.2417","0","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/nxtdw",
"OIIM","O2Micro International Limited","1.85","61740960.2","33373492","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oiim",
"OBCI","Ocean Bio-Chem, Inc.","2.79","25519962.6","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/obci",
